,date,eur_exch_rate,jpy_exch_rate,cny_exch_rate,bt_close,bt_volume,bt_close_off_high,bt_volatility,google_trends_bitcoin,avg_block_size,transactions,difficulty,bchain_size,mining_revenue,hash_rate,cost_per_transaction,sp_close,dj_close,nasdaq_close,vix_close,gold_am,silver,oil_price
1956,2013-05-09,1.31419992446899,0.0101132690906525,0.16148567199707,112.67,0,-0.6238095238095266,0.03710247349823311,1.5829553331179422,0.1539793374233129,47359.0,10076292.8834,7092.0,462130.57571999996,6.96294373542,70728.0,1626.6700439453125,15082.6201171875,3409.169921875,13.130000114440918,1469.5,24.07,96.09
1955,2013-05-10,1.2987999916076698,0.00990687496960163,0.161248713731766,117.2,0,-0.08133971291866104,0.09264184397163124,1.484020624798071,0.1961901017964072,67937.0,10076292.8834,7123.0,498374.8,7.335837614260001,72244.0,1633.699951171875,15118.490234375,3436.580078125,12.59000015258789,1449.25,23.37,95.81
1954,2013-05-11,1.2987999916076698,0.00990687496960163,0.161248713731766,115.24,0,0.21340388007055067,0.04817332200509772,1.3850859164781995,0.1961901017964072,67937.0,10076292.8834,7155.0,512145.2,7.27375656867,67240.0,1633.699951171875,15118.490234375,3436.580078125,12.59000015258789,1449.25,23.37,95.81
1953,2013-05-12,1.2987999916076698,0.00990687496960163,0.161248713731766,115.0,0,0.21890547263681848,0.03476305776547904,1.3850859164781995,0.18125398876404492,69320.0,10076292.8834,7185.0,515468.88,7.43607732256,61435.0,1633.699951171875,15118.490234375,3436.580078125,12.59000015258789,1449.25,23.37,95.81
1952,2013-05-13,1.29729986190796,0.00981546938419342,0.16110323369503002,117.98,0,-0.6571428571428579,0.036578993206758434,1.484020624798071,0.18125398876404492,69320.0,11187257.4614,7213.0,535813.5888,8.61575154848,65440.0,1633.77001953125,15091.6796875,3438.7900390625,12.550000190734863,1429.75,23.66,94.76
1951,2013-05-14,1.2977000474929798,0.00985804386436939,0.161199331283569,111.5,0,0.738219895287958,0.08094592303780299,1.484020624798071,0.2010623537414966,63287.0,11187257.4614,7241.0,443751.0,7.011724366769999,68323.0,1650.3399658203125,15215.25,3462.610107421875,12.770000457763672,1436.5,23.44,93.96
1950,2013-05-15,1.28639996051788,0.0097837783396244,0.161108434200287,114.22,0,-0.7416734362307063,0.11050269299820469,1.7808247497576852,0.2010623537414966,63287.0,11187257.4614,7270.0,428204.10276,6.447788811490001,70212.0,1658.780029296875,15275.6904296875,3471.6201171875,12.8100004196167,1412.25,22.87,93.95
1949,2013-05-16,1.28899991512299,0.009789524599909779,0.16104097664356198,118.76,0,-1.0,0.057433023988793575,1.484020624798071,0.2090411103448276,60543.0,11187257.4614,7298.0,423762.26368000003,6.99936018499,67246.0,1650.469970703125,15233.2197265625,3465.239990234375,13.069999694824219,1377.0,22.26,94.85
1948,2013-05-17,1.28690004348755,0.009775171056389809,0.16129812598228502,123.01,0,-0.4753722794959929,0.07385161999830814,1.484020624798071,0.2090411103448276,60543.0,11187257.4614,7325.0,512027.37,8.40822664871,64560.0,1667.469970703125,15354.400390625,3498.969970703125,12.449999809265137,1376.75,22.52,95.72
1947,2013-05-18,1.28690004348755,0.009775171056389809,0.16129812598228502,123.5,0,0.18644067796610053,0.023886639676113382,1.3850859164781995,0.16672119047619047,51982.0,11187257.4614,7348.0,459607.3143,8.84166277365,55716.0,1667.469970703125,15354.400390625,3498.969970703125,12.449999809265137,1376.75,22.52,95.72
1946,2013-05-19,1.28690004348755,0.009775171056389809,0.16129812598228502,121.99,0,0.018255578093306912,0.04001298595893196,1.6818900414378137,0.16672119047619047,51982.0,11187257.4614,7369.0,471151.04176000005,10.0053311055,51111.0,1667.469970703125,15354.400390625,3498.969970703125,12.449999809265137,1376.75,22.52,95.72
1945,2013-05-20,1.2853000164031998,0.00972384307533503,0.16129551827907598,122.0,0,-0.07428571428571173,0.02857142857142857,1.484020624798071,0.16663236956521738,50093.0,11187257.4614,7390.0,429152.38499,8.56711286986,56966.0,1666.2900390625,15335.2802734375,3496.429931640625,13.020000457763672,1353.75,21.66,96.29
1944,2013-05-21,1.28659987449646,0.00975609757006168,0.161522179841995,122.88,0,-0.8659217877094926,0.0146697262743813,1.2861512081583282,0.16663236956521738,50093.0,11187257.4614,7415.0,461457.5,8.44170752232,63976.0,1669.1600341796875,15387.580078125,3502.1201171875,13.369999885559082,1378.75,22.44,95.55
1943,2013-05-22,1.29230010509491,0.00974658876657486,0.16154044866561904,123.89,0,-0.8900000000000006,0.016274717226788183,1.2861512081583282,0.15796862650602408,53981.0,11187257.4614,7440.0,515701.2,9.553383597929999,65369.0,1655.3499755859375,15307.169921875,3463.300048828125,13.819999694824219,1385.25,22.62,93.98
1942,2013-05-23,1.28879988193512,0.0096993213519454,0.161428317427635,126.7,0,-0.8798955613577006,0.030936995153473444,1.187216499838457,0.15796862650602408,53981.0,11187257.4614,7465.0,512482.26,9.34777214359,65171.0,1650.510009765625,15294.5,3459.419921875,14.069999694824219,1386.0,22.47,94.12
1941,2013-05-24,1.29390013217926,0.009775171056389809,0.1616370677948,133.2,0,-0.8400984009840083,0.06437054631828976,1.187216499838457,0.1622377777777778,55106.0,11187257.4614,7490.0,537966.5,9.76239429463,67558.0,1649.5999755859375,15303.099609375,3459.139892578125,13.989999771118164,1385.25,22.38,93.84
1940,2013-05-25,1.29390013217926,0.009775171056389809,0.1616370677948,131.98,0,-0.4259259259259208,0.03245679939894811,1.0882817915185854,0.1622377777777778,55106.0,12153411.7098,7515.0,577864.95,10.3493257038,60147.0,1649.5999755859375,15303.099609375,3459.139892578125,13.989999771118164,1385.25,22.38,93.84
1939,2013-05-26,1.29390013217926,0.009775171056389809,0.1616370677948,133.48,0,-0.06319702602230026,0.04076066368664289,1.0882817915185854,0.13264750310559004,39879.0,12153411.7098,7535.0,543560.62555,13.630247136300001,52307.0,1649.5999755859375,15303.099609375,3459.139892578125,13.989999771118164,1385.25,22.38,93.84
1938,2013-05-27,1.29390013217926,0.009775171056389809,0.1616370677948,129.74,0,0.06319702602230404,0.08059925093632962,1.0882817915185854,0.13264750310559004,39879.0,12153411.7098,7559.0,576455.53959,11.005890745699999,59395.0,1649.5999755859375,15303.099609375,3459.139892578125,13.989999771118164,1385.25,22.38,93.84
1937,2013-05-28,1.29379999637604,0.0098396148532629,0.16176518797874498,129.0,0,-0.36546184738955556,0.03837558757802279,1.3850859164781995,0.16039016049382715,55138.0,12153411.7098,7583.0,526629.384,9.551115093039998,56871.0,1660.06005859375,15409.3896484375,3488.889892578125,14.479999542236328,1379.0,22.36,94.65
1936,2013-05-29,1.29519987106323,0.009775171056389809,0.16166581213474301,132.3,0,-0.882352941176474,0.03821705426356595,1.484020624798071,0.16039016049382715,55138.0,12153411.7098,7608.0,552544.72494,10.061084960399999,66689.0,1648.3599853515625,15302.7998046875,3467.52001953125,14.829999923706055,1384.5,22.36,93.13
1935,2013-05-30,1.29440009593964,0.00988142285495996,0.161759942770004,128.8,0,0.31428571428571006,0.03969754253308128,1.2861512081583282,0.16543244970414198,57170.0,12153411.7098,7634.0,559483.4461899999,9.786311810219999,63212.0,1654.4100341796875,15324.5302734375,3491.300048828125,14.529999732971191,1406.25,22.68,93.57
1934,2013-05-31,1.30060005187988,0.00989804975688457,0.161822780966759,129.0,0,-0.48571428571428243,0.02717391304347826,1.187216499838457,0.16543244970414198,57170.0,12153411.7098,7660.0,598246.70256,10.383343213,62386.0,1630.739990234375,15115.5703125,3455.909912109375,16.299999237060547,1410.25,22.57,91.93
1933,2013-06-01,1.30060005187988,0.00989804975688457,0.161822780966759,129.3,0,-0.6279069767441937,0.020027945971122483,0.989347083198714,0.12830812626262625,52390.0,12153411.7098,7684.0,644576.05605,12.3034177524,59033.0,1630.739990234375,15115.5703125,3455.909912109375,16.299999237060547,1410.25,22.57,91.93
1932,2013-06-02,1.30060005187988,0.00989804975688457,0.161822780966759,122.29,0,-0.00905923344947801,0.11098221191028622,1.187216499838457,0.12830812626262625,52390.0,12153411.7098,7707.0,620381.4719199999,12.1617194707,50677.0,1630.739990234375,15115.5703125,3455.909912109375,16.299999237060547,1410.25,22.57,91.93
1931,2013-06-03,1.30079996585846,0.009955202229321,0.16179658472538,122.22,0,-0.9138461538461535,0.053061224489795916,1.187216499838457,0.122037995215311,52048.0,12153411.7098,7731.0,632880.10548,12.159547061900001,58321.0,1640.4200439453125,15254.0302734375,3465.3701171875,16.280000686645508,1396.75,22.43,93.41
1930,2013-06-04,1.30920004844666,0.0100260684266686,0.16198267042636902,121.42,0,0.021097046413500964,0.03925790955772743,1.0882817915185854,0.122037995215311,52048.0,12153411.7098,7757.0,640691.07182,10.6572253205,63518.0,1631.3800048828125,15177.5400390625,3445.260009765625,16.270000457763672,1405.25,22.51,93.36
1929,2013-06-05,1.3066999912262,0.00997108407318592,0.161924958229065,121.65,0,0.019607843137253056,0.0294069192751235,0.989347083198714,0.1332701188118812,54947.0,15605632.6813,7782.0,625490.061,11.383516133699999,67477.0,1608.9000244140625,14960.58984375,3401.47998046875,17.5,1396.5,22.37,93.66
1928,2013-06-06,1.31180012226105,0.0100704934448004,0.161977425217628,118.0,0,0.7435897435897434,0.047990155865463444,0.989347083198714,0.1332701188118812,54947.0,15605632.6813,7807.0,542260.08014,9.69741550377,60098.0,1622.56005859375,15040.6201171875,3424.050048828125,16.6299991607666,1399.5,22.62,94.71
1927,2013-06-07,1.32599997520447,0.0103626940399408,0.162284970283508,111.5,0,0.19236883942766303,0.10574094309489786,0.989347083198714,0.16185280745341615,54331.0,15605632.6813,7831.0,448349.21565,8.25218044303,60504.0,1643.3800048828125,15248.1201171875,3469.219970703125,15.140000343322754,1410.0,22.6,96.11
1926,2013-06-08,1.32599997520447,0.0103626940399408,0.162284970283508,108.3,0,0.5145631067961169,0.03711711711711716,0.989347083198714,0.16185280745341615,54331.0,15605632.6813,7852.0,457611.0,9.53892814708,51054.0,1643.3800048828125,15248.1201171875,3469.219970703125,15.140000343322754,1410.0,22.6,96.11
1925,2013-06-09,1.32599997520447,0.0103626940399408,0.162284970283508,100.0,0,-0.1224987798926308,0.1899156548336268,1.187216499838457,0.13046256886227545,46237.0,15605632.6813,7872.0,414659.06495,8.9681221738,45062.0,1643.3800048828125,15248.1201171875,3469.219970703125,15.140000343322754,1410.0,22.6,96.11
1924,2013-06-10,1.32089996337891,0.0101781170815229,0.162284970283508,106.35,0,-0.5033112582781455,0.15033851055356426,1.0882817915185854,0.13046256886227545,46237.0,15605632.6813,7890.0,475927.22433999996,11.223110511199998,48672.0,1642.81005859375,15238.58984375,3473.77001953125,15.4399995803833,1376.75,21.81,95.82
1923,2013-06-11,1.3272999525070202,0.0101884864270687,0.162284970283508,108.9,0,-0.7500000000000038,0.05265632346027263,1.187216499838457,0.1308237159090909,51208.0,15605632.6813,7911.0,480276.0,9.378925167939999,57169.0,1626.1300048828125,15122.01953125,3436.949951171875,17.06999969482422,1369.5,21.58,95.5
1922,2013-06-12,1.32770001888275,0.010373443365097,0.162284970283508,108.15,0,0.43873517786561234,0.046422018348623875,1.0882817915185854,0.1308237159090909,51208.0,15605632.6813,7931.0,545461.0164300001,11.7513199136,52722.0,1612.52001953125,14995.23046875,3400.429931640625,18.59000015258789,1377.25,21.78,95.98
1921,2013-06-13,1.33149993419647,0.0105540901422501,0.162306040525436,104.0,0,0.2896622313203685,0.08981430410001835,0.8904123748788426,0.1045011450777202,43302.0,15605632.6813,7950.0,530067.0,12.2411666898,53645.0,1636.3599853515625,15176.080078125,3445.360107421875,16.40999984741211,1386.25,21.83,96.66
1920,2013-06-14,1.3302999734878502,0.0105652399361134,0.162319228053093,99.98,0,0.408955223880596,0.06445406445406449,0.8904123748788426,0.1045011450777202,43302.0,15605632.6813,7971.0,433800.0,9.014213282350001,60855.0,1626.72998046875,15070.1796875,3423.56005859375,17.149999618530273,1379.75,21.69,97.83
1919,2013-06-15,1.3302999734878502,0.0105652399361134,0.162319228053093,99.99,0,0.30175438596491433,0.05700000000000003,0.8904123748788426,0.10965956818181816,41531.0,15605632.6813,7989.0,452440.80126000004,10.8940502579,52008.0,1626.72998046875,15070.1796875,3423.56005859375,17.149999618530273,1379.75,21.69,97.83
1918,2013-06-16,1.3302999734878502,0.0105652399361134,0.162319228053093,99.51,0,0.5773584905660347,0.026553106212424765,0.7914776665589711,0.10965956818181816,41531.0,15605632.6813,8006.0,470400.0,11.737698373099999,37955.0,1626.72998046875,15070.1796875,3423.56005859375,17.149999618530273,1379.75,21.69,97.83
1917,2013-06-17,1.3336999416351298,0.0105652399361134,0.162342935800552,101.7,0,-0.6822429906542107,0.03213213213213207,0.8904123748788426,0.12733247402597406,43399.0,19339258.2724,8024.0,390540.44085,8.998835015780001,45693.0,1639.0400390625,15179.849609375,3452.1298828125,16.799999237060547,1386.0,21.87,97.86
1916,2013-06-18,1.3373998403549199,0.0105474106967449,0.16220337152481099,107.4,0,-0.26388888888888995,0.09887199607650807,0.8904123748788426,0.12733247402597406,43399.0,19339258.2724,8044.0,395839.50314,8.4176396202,48967.0,1651.81005859375,15318.23046875,3482.179931640625,16.610000610351562,1378.5,21.8,98.46
1915,2013-06-19,1.3405998945236202,0.0104712042957544,0.16213500499725303,108.25,0,-0.11856823266219263,0.04175618869687061,0.8904123748788426,0.17122970399999998,46903.0,19339258.2724,8064.0,340866.435,7.26747617423,55778.0,1628.9300537109375,15112.1904296875,3443.199951171875,16.639999389648438,1366.0,21.62,98.24
1914,2013-06-20,1.3199999332428,0.0103060910478234,0.16207981109619102,110.15,0,0.22058823529411575,0.06281755196304847,0.8904123748788426,0.17122970399999998,46903.0,19339258.2724,8085.0,415632.64,8.40680906149,54530.0,1588.18994140625,14758.3203125,3364.639892578125,20.489999771118164,1303.25,20.24,94.89
1913,2013-06-21,1.3180000782012902,0.0102880662307143,0.161901369690895,109.5,0,0.5020519835841324,0.06568424836014006,0.8904123748788426,0.1469348612716763,52994.0,19339258.2724,8109.0,486180.0,9.17424614107,58295.0,1592.4300537109375,14799.400390625,3357.25,18.899999618530273,1290.25,19.87,93.81
1912,2013-06-22,1.3180000782012902,0.0102880662307143,0.161901369690895,108.3,0,0.3551020408163301,0.022374429223744188,0.8904123748788426,0.1469348612716763,52994.0,19339258.2724,8128.0,473996.05,11.1342474924,49708.0,1592.4300537109375,14799.400390625,3357.25,18.899999618530273,1290.25,19.87,93.81
1911,2013-06-23,1.3180000782012902,0.0102880662307143,0.161901369690895,107.6,0,-0.06614785992217431,0.023752310536044298,0.8904123748788426,0.1042464318181818,40634.0,19339258.2724,8145.0,478116.4716,11.766414126099999,41462.0,1592.4300537109375,14799.400390625,3357.25,18.899999618530273,1290.25,19.87,93.81
1910,2013-06-24,1.30859994888306,0.0101626012474298,0.161793977022171,102.74,0,0.5210884353741518,0.06811862835959216,1.0882817915185854,0.1042464318181818,40634.0,19339258.2724,8163.0,368313.32832,8.99136606987,48326.0,1573.0899658203125,14659.5595703125,3320.760009765625,20.110000610351562,1283.25,19.65,95.07
1909,2013-06-25,1.3134001493454,0.0102301789447665,0.161898747086525,103.95,0,-0.07692307692307732,0.053482221569203583,0.989347083198714,0.13901166891891892,45588.0,19339258.2724,8182.0,388045.8044,8.5120164166,50770.0,1588.030029296875,14760.3095703125,3347.889892578125,18.469999313354492,1285.0,19.77,95.25
1908,2013-06-26,1.30239987373352,0.0101895248517394,0.161867305636406,104.0,0,0.10370370370370452,0.02612987515726303,0.8904123748788426,0.13901166891891892,45588.0,19339258.2724,8201.0,497284.11095,10.9110959924,54518.0,1603.260009765625,14910.1396484375,3376.219970703125,17.209999084472656,1229.0,18.67,95.47
1907,2013-06-27,1.30320000648499,0.0102301789447665,0.161820158362389,101.44,0,0.7655172413793085,0.027884615384615438,0.989347083198714,0.13153675301204815,46797.0,19339258.2724,8221.0,429970.61183,9.18799520974,51936.0,1613.199951171875,15024.490234375,3401.860107421875,16.860000610351562,1232.0,18.61,97.0
1906,2013-06-28,1.30799996852875,0.0101142907515168,0.161846339702606,94.65,0,0.5069075451647167,0.09249066247297029,0.989347083198714,0.13153675301204815,46797.0,19339258.2724,8242.0,410408.76006,8.492855725110001,53524.0,1606.280029296875,14909.599609375,3403.25,16.860000610351562,1203.25,18.86,96.36
1905,2013-06-29,1.30799996852875,0.0101142907515168,0.161846339702606,94.99,0,0.430615164520745,0.0738432283963659,0.8904123748788426,0.11625493788819875,38973.0,21335329.114,8259.0,388204.6905,9.96086240474,55499.0,1606.280029296875,14909.599609375,3403.25,16.860000610351562,1203.25,18.86,96.36
1904,2013-06-30,1.30799996852875,0.0101142907515168,0.161846339702606,96.61,0,-0.22564102564102417,0.04105263157894743,1.187216499838457,0.11625493788819875,38973.0,21335329.114,8273.0,397483.5,12.0471449354,41271.0,1606.280029296875,14909.599609375,3403.25,16.860000610351562,1203.25,18.86,96.36
1903,2013-07-01,1.3037000894546498,0.0100603615865111,0.16179920732975,88.05,0,0.6919014084507042,0.1165008717054661,1.187216499838457,0.10322698692810456,34053.0,21335329.114,8288.0,350888.28799999994,10.3041813643,49206.0,1614.9599609375,14974.9599609375,3434.489990234375,16.3700008392334,1243.5,19.44,97.94
1902,2013-07-02,1.30170011520386,0.0100401611998677,0.16188302636146498,90.13,0,-0.09394572025051973,0.05440090857467339,1.8797594580775565,0.10322698692810456,34053.0,21335329.114,8306.0,354797.1,8.200746579139999,56769.0,1614.0799560546875,14932.41015625,3433.39990234375,16.440000534057617,1260.75,19.62,99.65
1901,2013-07-03,1.29589998722076,0.009930486790835859,0.16180443763732902,77.53,0,0.9214285714285719,0.15486725663716813,1.2861512081583282,0.09049547428571428,35351.0,21335329.114,8321.0,364651.2,10.315159401399999,53642.0,1615.4100341796875,14988.3701171875,3443.669921875,16.200000762939453,1246.0,19.55,101.92
1900,2013-07-04,1.29589998722076,0.009930486790835859,0.16180443763732902,80.53,0,-0.5355535553555358,0.14082900240841678,1.0882817915185854,0.09049547428571428,35351.0,21335329.114,8335.0,340825.8,9.86185763889,53347.0,1615.4100341796875,14988.3701171875,3443.669921875,16.200000762939453,1249.5,19.57,101.92
1899,2013-07-05,1.28830003738403,0.00996710825711489,0.16180443763732902,68.43,0,0.5991706979958527,0.1808976122015252,1.0882817915185854,0.09309137288135594,36291.0,21335329.114,8350.0,302512.92552,8.335756124660001,47699.0,1631.8900146484375,15135.83984375,3479.3798828125,14.890000343322754,1232.75,19.32,103.09
1898,2013-07-06,1.28830003738403,0.00996710825711489,0.16180443763732902,70.28,0,0.1540342298288495,0.11941605839416068,1.0579691131065103,0.09309137288135594,36291.0,21335329.114,8365.0,328076.02061999997,8.87195491008,46957.0,1631.8900146484375,15135.83984375,3479.3798828125,14.890000343322754,1232.75,19.32,103.09
1897,2013-07-07,1.28830003738403,0.00996710825711489,0.16180443763732902,74.56,0,-1.0,0.11549090909090906,1.0579691131065103,0.07559234759358288,28865.0,21335329.114,8378.0,332859.864,11.5316079681,37506.0,1631.8900146484375,15135.83984375,3479.3798828125,14.890000343322754,1232.75,19.32,103.09
1896,2013-07-08,1.28499984741211,0.00986679829657078,0.161793977022171,76.52,0,-0.059459459459459074,0.09673202614379092,0.9257229739681966,0.07559234759358288,28865.0,21335329.114,8394.0,363432.84,9.84592652796,47647.0,1640.4599609375,15224.6904296875,3484.830078125,14.779999732971191,1225.5,19.16,103.03
1895,2013-07-09,1.28570008277893,0.009896091185510159,0.16199579834938002,76.69,0,-0.442906574394464,0.07605263157894739,0.9257229739681966,0.09615396517412936,41777.0,21335329.114,8412.0,386219.2246,9.244781209760001,54846.0,1652.3199462890625,15300.33984375,3504.260009765625,14.350000381469727,1252.0,19.1,103.46
1894,2013-07-10,1.2812999486923202,0.00988630764186382,0.162200734019279,86.76,0,-0.9555555555555565,0.14077163712200205,0.9257229739681966,0.09615396517412936,41777.0,21335329.114,8429.0,338011.24599,8.592049974330001,55835.0,1652.6199951171875,15291.66015625,3520.760009765625,14.210000038146973,1252.25,19.37,106.41
1893,2013-07-11,1.3043999671936002,0.010136847384274,0.162340298295021,88.98,0,-0.5000000000000013,0.059090909090909124,0.9257229739681966,0.09915258854166666,41040.0,26162875.6826,8447.0,421195.95,10.2630592105,56988.0,1675.02001953125,15460.919921875,3578.300048828125,14.010000228881836,1280.75,19.85,104.77
1892,2013-07-12,1.30340015888214,0.0100979506969452,0.162256017327309,93.59,0,0.31522425773847096,0.17790514722409528,0.9257229739681966,0.09915258854166666,41040.0,26162875.6826,8469.0,406554.6,8.12378059746,69663.0,1680.18994140625,15464.2998046875,3600.080078125,13.84000015258789,1275.0,19.66,105.85
1891,2013-07-13,1.30340015888214,0.0100979506969452,0.162256017327309,98.13,0,-0.9764474975466134,0.1084157889137142,0.9257229739681966,0.12910203311258278,40313.0,26162875.6826,8487.0,364781.0,9.048718775580001,57072.0,1680.18994140625,15464.2998046875,3600.080078125,13.84000015258789,1275.0,19.66,105.85
1890,2013-07-14,1.30340015888214,0.0100979506969452,0.162256017327309,94.69,0,0.37328767123287765,0.05916919959473154,0.7934768348298827,0.12910203311258278,40313.0,26162875.6826,8502.0,389043.5,11.392196193299998,38740.0,1680.18994140625,15464.2998046875,3600.080078125,13.84000015258789,1275.0,19.66,105.85
1889,2013-07-15,1.3011999130249,0.0100979506969452,0.16217181086540197,98.4,0,-0.20364050056882876,0.09390022433500701,0.7934768348298827,0.10244169005847953,36738.0,26162875.6826,8518.0,422816.43768000003,11.508967218699999,46589.0,1682.5,15484.259765625,3607.489990234375,13.789999961853027,1281.25,19.82,106.2
1888,2013-07-16,1.31180012226105,0.0100050028413534,0.16209557652473497,97.45,0,0.2956989247311814,0.03761755485893416,0.7934768348298827,0.10244169005847953,36738.0,26162875.6826,8534.0,401039.34,10.3403295173,53761.0,1676.260009765625,15451.849609375,3598.5,14.420000076293945,1286.0,19.95,105.88
1887,2013-07-17,1.3135998249053997,0.0100654251873493,0.162200734019279,98.5,0,-0.22427440633245277,0.03918932892151786,0.7934768348298827,0.1067130473372781,39565.0,26162875.6826,8551.0,417156.26,10.5435677998,54355.0,1680.9100341796875,15470.51953125,3610.0,13.779999732971191,1284.25,19.83,106.39
1886,2013-07-18,1.30930006504059,0.0100300908088684,0.162022039294243,90.58,0,0.30476190476190523,0.12791878172588828,0.7934768348298827,0.1067130473372781,39565.0,26162875.6826,8569.0,391160.84326999995,9.481078199339999,54308.0,1689.3699951171875,15548.5400390625,3611.280029296875,13.770000457763672,1279.75,19.49,107.94
1885,2013-07-19,1.31229996681213,0.00991571694612503,0.161940693855286,92.17,0,-0.18108108108108145,0.08215832130565123,0.7934768348298827,0.1004412071005917,38020.0,26162875.6826,8585.0,397743.27155999996,10.4614221873,48100.0,1692.0899658203125,15543.740234375,3587.610107421875,12.539999961853027,1286.0,19.42,108.0
1884,2013-07-20,1.31229996681213,0.00991571694612503,0.161940693855286,89.39,0,0.9373368146214076,0.04163043478260868,0.7934768348298827,0.1004412071005917,38020.0,26162875.6826,8599.0,431456.74,12.831045619500001,44457.0,1692.0899658203125,15543.740234375,3587.610107421875,12.539999961853027,1286.0,19.42,108.0
1883,2013-07-21,1.31229996681213,0.00991571694612503,0.161940693855286,90.76,0,-0.3974683544303813,0.043976842574037,0.6612306956915689,0.08969970769230769,36884.0,26162875.6826,8615.0,435894.89099,11.817994008,43487.0,1692.0899658203125,15543.740234375,3587.610107421875,12.539999961853027,1286.0,19.42,108.0
1882,2013-07-22,1.31659984588623,0.0100050028413534,0.16201940178871202,91.61,0,-0.5937499999999998,0.020869565217391323,0.9257229739681966,0.08969970769230769,36884.0,31256960.7278,8631.0,414973.54799999995,11.1381364039,46082.0,1695.530029296875,15545.5498046875,3600.389892578125,12.289999961853027,1313.75,19.95,106.61
1881,2013-07-23,1.3180000782012902,0.0100502511486411,0.16206930577755,95.56,0,-0.5172413793103482,0.05698689956331877,0.9257229739681966,0.12710779310344827,39644.0,31256960.7278,8648.0,348767.776,8.79749207951,54206.0,1692.3900146484375,15567.740234375,3579.27001953125,12.65999984741211,1326.75,20.18,107.13
